"","year","ndvi_nw","ndvi_se","ndvi_sw","precipitation_amt_mm","reanalysis_air_temp_k","reanalysis_avg_temp_k","reanalysis_dew_point_temp_k","reanalysis_max_air_temp_k","reanalysis_min_air_temp_k","reanalysis_precip_amt_kg_per_m2","reanalysis_relative_humidity_percent","reanalysis_sat_precip_amt_mm","reanalysis_specific_humidity_g_per_kg","reanalysis_tdtr_k","station_avg_temp_c","station_diur_temp_rng_c","station_max_temp_c","station_min_temp_c","station_precip_mm","weekofyear","total_cases","city"
"1",1990,0.184790760857143,0.206748362857143,0.203406271428571,43.2465714285714,299.478204081657,-519.877714285714,295.732040816257,301.705714285714,297.702857142857,42.8891428571429,80.1512244897971,43.2465714285714,17.1850612244971,2.30734693877486,27.5730612244971,7.29510204081629,32.4714285714286,22.8342857142857,25.4771428571429,35,24.7428571428571,"sj"
"2",1991,0.149195036666667,0.172003064230769,0.172589123846154,24.5665384615385,298.769258241712,-520.549807692308,294.777445054981,301.034615384615,297.013461538462,28.0580769230769,78.8076923076846,24.5665384615385,16.2045879120885,2.36401098901154,26.9576923076981,7.02719780219827,31.7173076923077,22.4096153846154,17.3634615384615,26.5,53.8653846153846,"sj"
"3",1992,0.117048534,0.157518473461538,0.1562202875,44.93,298.737254902,-520.579019607843,295.027563025235,301.037254901961,296.986274509804,45.9690196078431,80.1906442576941,44.93,16.4515126050451,2.40252100840392,27.2092436974725,6.97731092436961,32.1176470588235,22.7352941176471,26.4313725490196,26.5,45.5961538461538,"sj"
"4",1993,0.0862219804166667,0.164795459019608,0.154160921372549,30.4288235294118,298.721876750667,-520.632941176471,295.057282913176,300.960784313725,297.007843137255,42.2627450980392,80.4069187675098,30.4288235294118,16.4980952380941,2.24649859943941,27.3100840336176,7.15126050420118,32.1470588235294,22.4960784313725,22.6058823529412,26.5192307692308,22.2307692307692,"sj"
"5",1994,0.100836763529412,0.162106503243243,0.156510434054054,19.8411538461538,298.889587912038,-520.433846153846,294.758846153788,301.044230769231,297.163461538462,22.7384615384615,78.141620879125,19.8411538461538,16.1570054945038,2.34148351648365,27.318681318675,7.25329670329654,32.1884615384615,22.7307692307692,19.7557692307692,26.5,125.634615384615,"sj"
"6",1995,0.118138430980392,0.189155635769231,0.185300774230769,35.3484615384615,298.975494505481,-520.357692307692,295.076346153808,301.303846153846,297.063461538462,31.5867307692308,79.3222527472442,35.3484615384615,16.5473626373577,2.48598901098904,27.4054945054942,7.42609890109885,32.5307692307692,22.5923076923077,27.7557692307692,26.5,25.6346153846154,"sj"
"7",1996,0.0663341340384615,0.173203480384615,0.174253150769231,35.6621153846154,298.572582417635,-520.763846153846,294.844532967019,300.757692307692,296.871153846154,39.705,80.0815934065942,35.6621153846154,16.2826648351654,2.22170329670346,26.5626373626404,6.37032967032962,30.925,22.3923076923077,32.8269230769231,26.5,16.4423076923077,"sj"
"8",1997,0.0765001361836735,0.191318429423077,0.179325419807692,24.3771153846154,299.098104395615,-520.224423076923,295.087472527519,301.334615384615,297.319230769231,26.6763461538462,78.7562087912135,24.3771153846154,16.5296703296692,2.43818681318731,26.9876373626327,6.74807692307712,31.4576923076923,22.625,19.8826923076923,26.5,27.9615384615385,"sj"
"9",1998,0.0454385620196078,0.1758620275,0.155473455576923,45.5437254901961,299.425126050471,-519.920196078431,295.79540616249,301.745098039216,297.678431372549,45.6501960784314,80.649327731098,45.5437254901961,17.2526890756235,2.32857142857039,27.1641456582608,6.47759103641451,31.7862745098039,22.9137254901961,35.1725490196078,26.5,88.3653846153846,"sj"
"10",1999,0.0419950002,0.160602266666667,0.139792948823529,44.7590196078431,299.071428571471,-520.294901960784,295.083557422882,301.264705882353,297.341176470588,34.3178431372549,78.8799719887941,44.7590196078431,16.5599719888,2.31792717086824,26.6801120448157,6.5389355742298,31.1686274509804,22.4196078431373,29.6725490196078,26.5192307692308,31.4038461538462,"sj"
